Locus_tag	Gene_name	Gene_type	Location	EBSS_rep1	EBSS_rep2	WTM_rep1	WTM_rep2
SL1344_2358	fadI	CDS	chromosome	745	562	1108.50	675
SL1344_2359	yfcZ	CDS	chromosome	856	588	949	823
SL1344_2360	fadL	CDS	chromosome	1594	1153	1875	1486
SL1344_2361	vacJ	CDS	chromosome	2121	1678	3510	3133
SL1344_2362	yfdC	CDS	chromosome	679	495	938	676
SL1344_2363	pgtE	CDS	chromosome	3584	4000.50	2429	1812
SL1344_2364	pgtA	CDS	chromosome	665.50	554.50	696.50	624
SL1344_2365	pgtB	CDS	chromosome	612.50	546.50	764	697
SL1344_2366	pgtC	CDS	chromosome	200	145	287.50	224
SL1344_2367	pgtP	CDS	chromosome	256	139	552	522
SL1344_2368	STM2400	CDS	chromosome	906	696	1944	1479
SL1344_2369	lpxP	CDS	chromosome	3361	2252	4439	3573
SL1344_2369A	ypdK	CDS	chromosome	72	54	128	145
SL1344_2370	yfdZ	CDS	chromosome	3150.50	2680	4344	4104.50
SL1344_2371	glk	CDS	chromosome	2411	1504	3862	3160
SL1344_2372	STM2404	CDS	chromosome	236	225	400	330
SL1344_2373	STM2405	CDS	chromosome	279	176	428	352
SL1344_2374	STM2406	CDS	chromosome	529	534	748	637
SL1344_2375	ypeC	CDS	chromosome	380	245	479	451
SL1344_2376	mntH	CDS	chromosome	7013	4887	16898	14725
SL1344_2377	nupC	CDS	chromosome	3144	1763	4980	3765
SL1344_2378	yfeA	CDS	chromosome	440	313	594	470
SL1344_2379	yfeC	CDS	chromosome	891	479	1317.50	813
SL1344_2380	yfeD	CDS	chromosome	363	173	459.50	335
SL1344_2381	gltX	CDS	chromosome	2761	2035	3521	3298
SL1344_2382	xapR	CDS	chromosome	144	119	161	172
SL1344_2383	SL1344_2383	CDS	chromosome	20	14	15	23
SL1344_2384	xapB	CDS	chromosome	173	130	262	239
SL1344_2385	flhAb	CDS	chromosome	22	17	24	23
SL1344_2386	yfeN	CDS	chromosome	112	77	175	139
SL1344_2387	yfeR	CDS	chromosome	124	110	206	142
SL1344_2388	yfeH	CDS	chromosome	522	403	940	667
SL1344_2389	STM2426	CDS	chromosome	244	161.50	334	315
SL1344_2390	lig	CDS	chromosome	2336	1774.50	3489	3170
SL1344_2391	zipA	CDS	chromosome	3677	2644	5683	6144
SL1344_2392	cysZ	CDS	chromosome	426	321	597	472
SL1344_2393	cysK	CDS	chromosome	11609	7186	17745	13883
SL1344_2394	ptsH	CDS	chromosome	8088	6027	11535.50	8795
SL1344_2395	ptsI	CDS	chromosome	30014.50	24473.50	45200	38798
SL1344_2396	crr	CDS	chromosome	10735.50	7690.50	15202.50	12760
SL1344_2397	STM2434	CDS	chromosome	81	81	143	127
SL1344_2398	pdxK	CDS	chromosome	354	276	544	500
SL1344_2399	ptsJ	CDS	chromosome	218	117	270.50	237
SL1344_2400	yfeJ	CDS	chromosome	140	92	188.50	134
SL1344_2401	yfeK	CDS	chromosome	147	87.50	167.50	121.50
SL1344_2402	yfeL	CDS	chromosome	425	265.50	497.50	457.50
SL1344_2403	cysM	CDS	chromosome	1081	707	1628	1612
SL1344_2404	cysA	CDS	chromosome	2753.50	1880	4130.25	3928
SL1344_2405	cysW	CDS	chromosome	3500.50	1985.50	5268.75	4529
SL1344_2406	cysU	CDS	chromosome	3433	1940	5598.50	4342
SL1344_2407	cysP	CDS	chromosome	4113	2762.50	8023.50	6327
SL1344_2408	ucpA	CDS	chromosome	4925	3252	8993	6174
SL1344_2409	STM2446	CDS	chromosome	1230	954	1874	1664
SL1344_2410	yfeY	CDS	chromosome	1998	1454	2262	2030
SL1344_2411	yfeZ	CDS	chromosome	370	328.50	675	587
SL1344_2412	STM2449	CDS	chromosome	1024	787.50	1526	1350
SL1344_2413	amiA	CDS	chromosome	1092.50	701	1263	1084.50
SL1344_2414	hemF	CDS	chromosome	489	450.50	651	573.50
SL1344_2415	STM2452	CDS	chromosome	114.50	78.50	118	111
SL1344_2416	STM2453	CDS	chromosome	391	255	589	460
SL1344_2417	eutR	CDS	chromosome	201	178	195	179.50
SL1344_2418	eutK	CDS	chromosome	112	95.50	96.50	105.50
SL1344_2419	eutL	CDS	chromosome	109	112.50	155.50	105
SL1344_2420	eutC	CDS	chromosome	115	131	132.50	119
SL1344_2421	eutB	CDS	chromosome	103.50	111	137	96.50
SL1344_2422	eutA	CDS	chromosome	104	87.50	104.50	90.50
SL1344_2423	eutH	CDS	chromosome	160.50	176.50	216	192
SL1344_2424	eutG	CDS	chromosome	46.50	36	41	30.50
SL1344_2425	eutJ	CDS	chromosome	38.50	36	51	40.50
SL1344_2426	eutE	CDS	chromosome	46	57	50.50	53
SL1344_2427	eutN	CDS	chromosome	21	18	15.50	18
SL1344_2428	eutM	CDS	chromosome	26.50	26	25.50	28
SL1344_2429	eutD	CDS	chromosome	32	34	22	24
SL1344_2430	eutT	CDS	chromosome	14.50	14	7.50	7
SL1344_2431	eutQ	CDS	chromosome	9.50	13.50	13.50	4.50
SL1344_2432	eutP	CDS	chromosome	6	9	3.50	2.50
SL1344_2433	eutS	CDS	chromosome	10.50	17.50	8	14
SL1344_2434	tnpA_1b	CDS	chromosome	580.13	404.13	829.83	770.98
SL1344_2435	maeB	CDS	chromosome	4409	4187	4978	4052
SL1344_2436	tal	CDS	chromosome	1251.50	1318.50	1243.50	1052.50
SL1344_2437	tktB	CDS	chromosome	1986.50	2100.50	2074.50	1898.50
SL1344_2438	STM2475	CDS	chromosome	1242	763	1462	1333
SL1344_2439	ypfG	CDS	chromosome	194	158	283	312
SL1344_2440	yffH	CDS	chromosome	1093	753	1827	1531
SL1344_2441	STM2478	CDS	chromosome	336	205	407	456
SL1344_2442	aegA	CDS	chromosome	160	139	200	197
SL1344_2443	narQ	CDS	chromosome	64	56	87	70
SL1344_2444	acrD	CDS	chromosome	453	342	557	565
SL1344_2444A	ypfM	CDS	chromosome	3965	1986	7578	5039
SL1344_2445	yffB	CDS	chromosome	770.50	515	1000.50	860
SL1344_2446	dapE	CDS	chromosome	1961.50	1629	3181.50	3042
SL1344_2447	STM2484	CDS	chromosome	481	390	590	551
SL1344_2448	ypfI	CDS	chromosome	1062.50	810.50	1607.50	1369
SL1344_2449	STM2486	CDS	chromosome	1333.50	1018.50	2059.50	1691
SL1344_2450	purC	CDS	chromosome	2095	1816	2487	1889
SL1344_2451	nlpB	CDS	chromosome	4960	4132	8323.50	8250.50
SL1344_2452	dapA	CDS	chromosome	5999	4713	9325.50	8370.50
SL1344_2453	gcvR	CDS	chromosome	1963.50	1415	2902.50	2509
SL1344_2454	bcp	CDS	chromosome	2096.50	1499	3055.50	2795
SL1344_2455	STM2492	CDS	chromosome	36	30	66	63
SL1344_2456	perM	CDS	chromosome	1059	884	1832	1582
SL1344_2457	STM2494	CDS	chromosome	2082.50	1332	3215.50	2674.50
SL1344_2458	yfgD	CDS	chromosome	779.50	468	1174.50	1067.50
SL1344_2459	yfgE	CDS	chromosome	1044	721	1314	1238
SL1344_2460	uraA	CDS	chromosome	282	235	426	368
SL1344_2461	upp	CDS	chromosome	778	521	1020	1057
SL1344_2462	purM	CDS	chromosome	2360	1732	2989.50	2600
SL1344_2463	purN	CDS	chromosome	1340	952	1714.50	1496
SL1344_2464	ppk	CDS	chromosome	4200	2730.50	5839.50	5061.50
SL1344_2465	ppx	CDS	chromosome	1787	1225.50	2601.50	2223.50
SL1344_2466	STM2503	CDS	chromosome	252	200	369	291
SL1344_2467	STM2505	CDS	chromosome	32	18	27	36
SL1344_2468	STM2506	CDS	chromosome	1702	1328	2224	1997
SL1344_2469	STM2508	CDS	chromosome	210	108	206	231
SL1344_2470	STM2509	CDS	chromosome	33.50	27	44.50	49
SL1344_2471	guaA	CDS	chromosome	4129	3680	5961	5332
SL1344_2472	guaB	CDS	chromosome	2552	1801	3541	3117
SL1344_2473	xseA	CDS	chromosome	1157	832	1585	1491
SL1344_2474	shdA	CDS	chromosome	550.00	491.00	745.00	644.00
SL1344_2475	ratB	CDS	chromosome	1379	1028	1871	1645
SL1344_2477	ratA	CDS	chromosome	1065	896	1397	1194
SL1344_2478	sinI	CDS	chromosome	60	59	76	74
SL1344_2479	sinH	CDS	chromosome	73	53	72	65
SL1344_2480	yfgJ	CDS	chromosome	471	360	520	440
SL1344_2481	engA	CDS	chromosome	3796	3320	4447	3845
SL1344_2482	yfgL	CDS	chromosome	6616	5009	9249	9155.50
SL1344_2483	yfgM	CDS	chromosome	3223	2574.50	4635.50	4097.50
SL1344_2484	hisS	CDS	chromosome	5243	4150.50	7926.50	7366
SL1344_2485	gcpE	CDS	chromosome	3753.50	3248	5158.50	4676
SL1344_2486	yfgA	CDS	chromosome	3555.50	2554	5281.50	4926
SL1344_2487	yfgB	CDS	chromosome	1646	1076	2153	2020
SL1344_2488	ndk	CDS	chromosome	1735	1162	1806	1292
SL1344_2489	STM2527	CDS	chromosome	31	33.50	55	42.50
SL1344_2490	STM2528	CDS	chromosome	46.50	24.50	49	69
SL1344_2491	STM2529	CDS	chromosome	35	12	29.50	28.50
SL1344_2492	STM2530	CDS	chromosome	77.50	71	92.50	83
SL1344_2493	pbpC	CDS	chromosome	504.50	407.50	749.50	680
SL1344_2494	STM2532	CDS	chromosome	3959.50	3032.50	6304.50	5344
SL1344_2495	STM2533	CDS	chromosome	1170	868	2023	1506
SL1344_2496	STM2534	CDS	chromosome	163	92	203	182
SL1344_2497	sseBb	CDS	chromosome	1420	1189	1447	1307
SL1344_2498	pepB	CDS	chromosome	2570	2489	2966	2646
SL1344_2499	yfhJ	CDS	chromosome	1254	1099	1752.50	1451.50
SL1344_2500	fdx	CDS	chromosome	2865	2116.50	3995	3404.50
SL1344_2501	hscA	CDS	chromosome	4282	3290	6579.50	6175
SL1344_2502	hscB	CDS	chromosome	2328	1633.50	2963	2763
SL1344_2503	iscA	CDS	chromosome	8173.50	5579	11556	9985.50
SL1344_2504	nifU	CDS	chromosome	6089	4340	9111	7229.50
SL1344_2505	iscS	CDS	chromosome	16775.50	12845	24612	20650
SL1344_2506	yfhP	CDS	chromosome	10788	8068	17856	16911
SL1344_2507	STM2545	CDS	chromosome	2856	1964	4434	3516
SL1344_2508	suhB	CDS	chromosome	1546	1000	1689	1780
SL1344_2509	STM2547	CDS	chromosome	112	67	127	102
SL1344_2510	asrA	CDS	chromosome	36.50	41	36	47.50
SL1344_2511	asrB	CDS	chromosome	54.50	51.50	80	98.50
SL1344_2512	asrC	CDS	chromosome	70	46.50	63	71
SL1344_2513	STM2551	CDS	chromosome	522	451	820	693.50
SL1344_2514	STM2552	CDS	chromosome	318	238	493	463.50
SL1344_2515	csiE	CDS	chromosome	977	769	1435	942
SL1344_2516	hcaT	CDS	chromosome	924	692	1505	1264
SL1344_2517	glyA	CDS	chromosome	5955	4089	9099	7759
SL1344_2518	hmpA	CDS	chromosome	1323	1076	2245	1788
SL1344_2519	cadC	CDS	chromosome	1887	1411	2412	2170
SL1344_2520	cadB	CDS	chromosome	53	48	48	50
SL1344_2521	cadA	CDS	chromosome	832	578	969	800
SL1344_2522	yjdL	CDS	chromosome	272	268	387	375
SL1344_2523	glnB	CDS	chromosome	1951	1284	2975	2778
SL1344_2524	yfhA	CDS	chromosome	2059.50	1553.50	2985	2752.50
SL1344_2525	yfhG	CDS	chromosome	1069.50	771	1654.50	1446.50
SL1344_2526	yfhK	CDS	chromosome	2013	1360.50	2933.50	2763
SL1344_2527	purG	CDS	chromosome	3683.50	2923	4084	2834
SL1344_2529	yfhD	CDS	chromosome	551	392	661	653
SL1344_2530	yfhC	CDS	chromosome	611	519	708.50	673.50
SL1344_2531	yfhB	CDS	chromosome	1719.50	1510	2109	1910.50
SL1344_2532	STM2570	CDS	chromosome	941	797.50	1244.50	1023.50
SL1344_2533	murQ	CDS	chromosome	572.50	393.50	786	595.50
SL1344_2534	yfhH	CDS	chromosome	288	183	428	349
SL1344_2535	STM2573	CDS	chromosome	262	186	344	338
SL1344_2536	STM2574	CDS	chromosome	73	72	73	76
SL1344_2537	STM2575	CDS	chromosome	74.50	50	121	82.50
SL1344_2538	yfhL	CDS	chromosome	195.50	156	230	220.50
SL1344_2539	acpS	CDS	chromosome	686	463	1076	901.50
SL1344_2540	pdxJ	CDS	chromosome	933.50	666	1265	1161
SL1344_2541	recO	CDS	chromosome	1246.50	882	1926	1812.50
SL1344_2542	era	CDS	chromosome	2052	1474.50	2737.50	2594.50
SL1344_2543	rnc	CDS	chromosome	1840	1170.50	2136.50	2263.50
SL1344_2544	lepB	CDS	chromosome	3113	2724.50	3636	3548
SL1344_2545	lepA	CDS	chromosome	4306	3395.50	5570	5025
SL1344_2546	gogB	CDS	chromosome	4971	4687	4226	3785
SL1344_2547	STM2585	CDS	prophage	6486	8367	3237	2747
SL1344_2548	SL1344_2548	CDS	prophage	23	25	28	22
SL1344_2549	STM2585A	CDS	prophage	5733.50	6694	3730.50	2974
SL1344_2550	STM2586	CDS	prophage	18	13	14.50	12.50
SL1344_2551	STM2587	CDS	prophage	26	22.50	30.50	31.50
SL1344_2552	STM2588	CDS	prophage	120.00	113.67	133.67	70.00
SL1344_2552A	SL1344_2552A	CDS	prophage	3	9	5	4
SL1344_2553	STM2589	CDS	prophage	138.50	136	179.50	170.50
SL1344_2554	STM2590	CDS	prophage	27	18.50	25.50	26.50
SL1344_2555	STM2591	CDS	prophage	36	33.50	46.50	51.50
SL1344_2556	STM2592	CDS	prophage	219.50	200	312.50	226
SL1344_2557	STM2593	CDS	prophage	115.50	73.50	138	130
SL1344_2558	STM2594	CDS	prophage	446.50	378.50	596.50	532.50
SL1344_2559	STM2595	CDS	prophage	16	12	22.50	22
SL1344_2560	STM2596	CDS	prophage	18	23	20	27
SL1344_2561	STM2597	CDS	prophage	239	197.50	343.50	296
SL1344_2562	STM2598	CDS	prophage	157	125.50	237.50	216
SL1344_2563	gipA	CDS	prophage	3580	2141	6555	5440
SL1344_2564	STM2600	CDS	prophage	86.50	90	95.50	98
SL1344_2565	STM2601	CDS	prophage	99.50	91.50	166.50	154.50
SL1344_2566	STM2602	CDS	prophage	96	76.50	104	95.50
SL1344_2567	STM2603	CDS	prophage	168	197	243	209
SL1344_2568	STM2604	CDS	prophage	27.50	25.50	45	34.50
SL1344_2569	STM2605	CDS	prophage	80.50	96	116.50	126
SL1344_2570	STM2606	CDS	prophage	271	217	341.50	269
SL1344_2571	STM2607	CDS	prophage	25	36.50	44	28
SL1344_2572	STM2608	CDS	prophage	158	143	222.50	224
SL1344_2573	STM2609	CDS	prophage	20	24	26.50	26.50
SL1344_2574	STM2610	CDS	prophage	501	341	615	565
SL1344_2575	STM2611	CDS	prophage	46.75	18.50	37.50	47
SL1344_2576	STM2612	CDS	prophage	33.25	29	64.50	42.50
SL1344_2577	STM2614	CDS	prophage	657	349.50	828.50	712.50
SL1344_2578	STM2616	CDS	prophage	70	62	80	78
SL1344_2579	STM2617	CDS	prophage	48	27	52.50	38
SL1344_2580	STM2618	CDS	prophage	6.75	2.50	4	5
SL1344_2581	STM2619	CDS	prophage	18.75	23	23	21
SL1344_2582	STM2620	CDS	prophage	368.50	260	468	452
SL1344_2583	SL1344_2583	CDS	prophage	855	516	970	882.50
SL1344_2584	STM2621	CDS	prophage	1333.50	754	1383	1374
SL1344_2585	SL1344_2585	CDS	prophage	1265	700	2040	2165
SL1344_2586	SL1344_2586	CDS	prophage	60	52.50	83.50	99
SL1344_2587	SL1344_2587	CDS	prophage	95.50	66	114.50	103.50
SL1344_2588	SL1344_2588	CDS	prophage	40	40	47	46.50
SL1344_2589	SL1344_2589	CDS	prophage	36.50	34	49	38
SL1344_2590	gpP	CDS	prophage	30	16	46.50	37.50
SL1344_2591	gpO	CDS	prophage	82	70.50	82.50	66.50
SL1344_2592	cIIa	CDS	prophage	79	54.50	65	79.50
SL1344_2593	SL1344_2593	CDS	prophage	5663	2842	7975	6644
SL1344_2594	SL1344_2594	CDS	prophage	13715	7089	19569	17424
SL1344_2595	SL1344_2595	CDS	prophage	661	442	1138	893
SL1344_2596	STM2629	CDS	prophage	50.50	31.50	58.50	43
SL1344_2597	recEb	CDS	prophage	185.25	149.50	251.25	247.25
SL1344_2597A	STM2633	CDS	prophage	63.75	50.50	82.25	62.25
SL1344_2598	STM2634	CDS	prophage	18.75	12.50	13.25	18.25
SL1344_2599	STM2635	CDS	prophage	27.25	28	38.75	33.75
SL1344_2600	STM2636	CDS	prophage	397	288	430	437
SL1344_2601	rseC	CDS	chromosome	1071	1126.50	1669	1542.50
SL1344_2602	rseB	CDS	chromosome	5149	4086.50	5154.50	4714.50
SL1344_2603	rseA	CDS	chromosome	17023	14179.25	16222	12929.50
SL1344_2604	rpoE	CDS	chromosome	14705	12067.75	17074.50	15547.50
SL1344_2605	nadB	CDS	chromosome	278	213	380	319
SL1344_2606	yfiC	CDS	chromosome	689	489	1048	927
SL1344_2607	srmB	CDS	chromosome	1510	965	1843	1500
SL1344_2608	yfiE	CDS	chromosome	618	418	861	804
SL1344_2609	yfiK	CDS	chromosome	80	61	113	98
SL1344_2610	yfiD	CDS	chromosome	221	122	352	333
SL1344_2611	ung	CDS	chromosome	1729	1184	2849	2726
SL1344_2612	yfiF	CDS	chromosome	592	466	847	788
SL1344_2613	trxC	CDS	chromosome	1197	721	1885	1885
SL1344_2614	yfiP	CDS	chromosome	785	502	1157	920
SL1344_2615	yfiQ	CDS	chromosome	2294	1884	2850	2248
SL1344_2616	pssA	CDS	chromosome	3397.50	2591	3850.50	3425
SL1344_2617	yfiM	CDS	chromosome	263.50	255	359.50	261
SL1344_2618	kgtP	CDS	chromosome	564	401	1004	912
SL1344_2619	STM2655	CDS	chromosome	149	128	207	199
SL1344_2620	clpB	CDS	chromosome	27737	27583	50206	50958
SL1344_2621	yfiH	CDS	chromosome	4066	3786	4053.50	3764.50
SL1344_2622	rluD	CDS	chromosome	7879	7368	7983.50	7095.50
SL1344_2623	yfiO	CDS	chromosome	3830	2608	4607	4515
SL1344_2624	yfiA	CDS	chromosome	71648.50	28845.50	119633	75935.50
SL1344_2625	pheA	CDS	chromosome	4142	2524	6034	4708.50
SL1344_2626	STM2668	CDS	chromosome	518	545	583	529
SL1344_2627	tyrA	CDS	chromosome	2336	2168	3770	3673
SL1344_2628	aroF	CDS	chromosome	3198	3010	4963	4508
SL1344_2629	yfiR	CDS	chromosome	385	274.50	511.50	397.50
SL1344_2630	yfiN	CDS	chromosome	530	347.50	733.50	661.50
SL1344_2631	int	CDS	chromosome	3099.50	1981	4024	3417
SL1344_2632	SL1344_2632	CDS	chromosome	1697.50	1081	2252	1756
SL1344_2633	SL1344_2633	CDS	chromosome	1957	1490	2989	2608
SL1344_2634	SL1344_2634	CDS	chromosome	4	1	7	4
SL1344_2635	cIIb	CDS	chromosome	7.50	2.50	6.50	3.50
SL1344_2636	STM2735	CDS	chromosome	3	1.50	2	1.50
SL1344_2637	SL1344_2637	CDS	chromosome	2.50	2	0.50	2
SL1344_2638	STM2732	CDS	chromosome	2.50	3.50	0.50	3.50
SL1344_2639	SL1344_2639	CDS	chromosome	4.50	0.50	3	2.50
SL1344_2640	SL1344_2640	CDS	chromosome	9	3	5.50	3
SL1344_2641	SL1344_2641	CDS	chromosome	97.50	96	121.50	115.50
SL1344_2642	gpF	CDS	chromosome	176.50	217.50	204	186
SL1344_2643	gpD	CDS	chromosome	233	222.50	199.50	170.50
SL1344_2644	SL1344_2644	CDS	chromosome	1879	1129	3409	2313
SL1344_2645	gpB	CDS	chromosome	260	115	313	209
SL1344_2646	rpl19	CDS	chromosome	14328.50	10580.50	17924.50	15374.50
SL1344_2647	trmD	CDS	chromosome	9131.50	6808.50	12560	10532
SL1344_2648	rimM	CDS	chromosome	9102	6795.50	11659.50	10400
SL1344_2649	rps16	CDS	chromosome	9424	5885.50	10750	8437.50
SL1344_2650	ffh	CDS	chromosome	3902	3116	6127	5563
SL1344_2651	corE	CDS	chromosome	1950	1465	3073	2558
SL1344_2652	corB	CDS	chromosome	2566	1809	3768.50	3388.50
SL1344_2653	STM2680	CDS	chromosome	605	396	847	770
SL1344_2654	grpE	CDS	chromosome	7845	5009	12999	12677
SL1344_2655	ppnK	CDS	chromosome	991	686	1391	1191
SL1344_2656	recN	CDS	chromosome	1608	1217	1930	2094
SL1344_2657	smpA	CDS	chromosome	2761	1855	4314	3367
SL1344_2658	rnfH	CDS	chromosome	783.50	533.50	1073	1129
SL1344_2659	yfjG	CDS	chromosome	3282.50	2185.50	5422	5115
SL1344_2660	smpB	CDS	chromosome	1891	1103	2592	2495
SL1344_2661	bapA	CDS	chromosome	503	392	558	490
SL1344_2662	STM2690	CDS	chromosome	41	38.50	55.50	46.50
SL1344_2663	STM2691	CDS	chromosome	76.50	72	92	60
SL1344_2664	STM2692	CDS	chromosome	70.50	65.50	77.50	61.50
SL1344_2665	STM2694	CDS	prophage	63	41	62	78
SL1344_2666	STM2695	CDS	prophage	59	54.50	66	92.50
SL1344_2667	gpU	CDS	prophage	22	22.50	34	22
SL1344_2668	STM2697	CDS	prophage	94	109	179.50	149.50
SL1344_2669	gpE'	CDS	prophage	4	4	11.50	5
SL1344_2670	gpE	CDS	prophage	28	10	25	23
SL1344_2671	STM2700	CDS	prophage	31	34.50	38.50	46
SL1344_2672	STM2701	CDS	prophage	47	27.50	70.50	53
SL1344_2673	STM2702	CDS	prophage	28	10	31	23
SL1344_2674	sopE	CDS	prophage	16247	5558	32284	19989
SL1344_2675	STM2704	CDS	prophage	88	66.50	88.50	103.50
SL1344_2676	STM2706	CDS	prophage	101	71.50	104.50	104.50
SL1344_2677	gpI	CDS	prophage	13.50	16	13	25
SL1344_2678	gpJ	CDS	prophage	29.50	20	21.50	20.50
SL1344_2679	gpW	CDS	prophage	5.50	6	9	5
SL1344_2680	STM2710	CDS	prophage	6	11	12.50	8
SL1344_2681	STM2711	CDS	prophage	6	7	8.50	8.50
SL1344_2682	STM2712	CDS	prophage	11.50	4.50	7.50	6.50
SL1344_2683	STM2713	CDS	prophage	3.50	2	0.50	1.50
SL1344_2684	STM2714	CDS	prophage	11.50	11	14	11.50
SL1344_2685	SL1344_2685	CDS	prophage	7	9	20	7
SL1344_2686	nucD2	CDS	prophage	5	13.50	7	6
SL1344_2687	nucE2	CDS	prophage	0.50	3	3.50	1
SL1344_2688	STM2717	CDS	prophage	2.50	2.50	1	2.50
SL1344_2689	STM2718	CDS	prophage	6.50	7.50	3	5.50
SL1344_2690	STM2719	CDS	prophage	6	9	5.50	4
SL1344_2691	STM2720	CDS	prophage	21.50	15	18	17
SL1344_2692	STM2721	CDS	prophage	5.50	6	2.50	5
SL1344_2693	STM2722	CDS	prophage	13.50	9.50	11	10
SL1344_2694	STM2723	CDS	prophage	12.50	8.50	10	19
SL1344_2695	SL1344_2695	CDS	prophage	1577.50	982	1793.50	1617.50
SL1344_2696	SL1344_2696	CDS	prophage	5013.50	2636	6757.50	5457.50
SL1344_2697	SL1344_2697	CDS	prophage	1848	1098	1988.50	1899.50
SL1344_2698	SL1344_2698	CDS	prophage	3566	1985	4178.50	4262.50
SL1344_2699	STM2727	CDS	prophage	626	392	553.50	597
SL1344_2700	STM2728	CDS	prophage	872	608	844.50	1039
SL1344_2701	STM2729	CDS	prophage	123	80.50	178	115
SL1344_2702	STM2730	CDS	prophage	48	21	40	27
SL1344_2703	STM2731	CDS	prophage	5	9.50	2	2
SL1344_2704	STM2733	CDS	prophage	15.50	15.50	12.50	12.50
SL1344_2705	SL1344_2705	CDS	prophage	34.50	29.50	45.50	37.50
SL1344_2706	cIIc	CDS	prophage	16	8	8	5
SL1344_2707	apl	CDS	prophage	3	9	16	9
SL1344_2708	cI	CDS	prophage	403.50	239	501.50	515.50
SL1344_2709	STM2739	CDS	prophage	398	265.50	534	452.50
SL1344_2710	SL1344_2710	CDS	prophage	984.50	584.50	1157.50	968
SL1344_2712	STM2740	CDS	prophage	422	273	442	394
SL1344_2713	SL1344_2713	CDS	prophage	2588.50	1521.50	4088.50	4097.50
SL1344_2714	SL1344_2714	CDS	prophage	403.50	279	788.50	798.50
SL1344_2715	SL1344_2715	CDS	prophage	847	489.50	1370	1420
SL1344_2716	SL1344_2716	CDS	prophage	19	11	17.50	16.50
SL1344_2717	SL1344_2717	CDS	prophage	6.50	2	9	5.50
SL1344_2718	SL1344_2718	CDS	prophage	23.50	19	32.50	21
SL1344_2719	SL1344_2719	CDS	prophage	7760	5741.50	10707	6331.50
SL1344_2720	SL1344_2720	CDS	chromosome	4.50	2.50	9.50	14
SL1344_2721	SL1344_2721	CDS	chromosome	11	11	11	5
SL1344_2722	SL1344_2722	CDS	chromosome	217.50	150	371.50	287.50
SL1344_2723	STM2740	CDS	chromosome	484.50	475.50	450	264
SL1344_2725	STM2741	CDS	chromosome	96.50	102.50	57	45
SL1344_2726	STM2742	CDS	chromosome	2097	1280	3175	2787
SL1344_2727	STM2743	CDS	chromosome	1538	1022	2213	2264
SL1344_2728	STM2744	CDS	chromosome	22	6	14	20
SL1344_2729	STM2745	CDS	chromosome	28	32	25	22
SL1344_2730	STM2746	CDS	chromosome	3162.50	1683	4510	4779.50
SL1344_2731	STM2747	CDS	chromosome	1780.50	985	2324	1775.50
SL1344_2732	STM2748	CDS	chromosome	1092	613	1911	1356
SL1344_2733	STM2749	CDS	chromosome	82	53	86	55
SL1344_2734	STM2750	CDS	chromosome	25	19.50	23	16.50
SL1344_2735	STM2751	CDS	chromosome	9	4.50	11.50	11
SL1344_2736	STM2752	CDS	chromosome	21	12	20.50	16
SL1344_2737	STM2753	CDS	chromosome	46	31	42	29.50
SL1344_2738	STM2754	CDS	chromosome	676	459	950	841
SL1344_2739	hxlA	CDS	chromosome	35	37	36	31.50
SL1344_2740	hxlB	CDS	chromosome	11.50	7.50	9	15
SL1344_2741	STM2757	CDS	chromosome	32.50	30.50	33	29.50
SL1344_2742	STM2758	CDS	chromosome	22	21	18	26
SL1344_2743	STM2759	CDS	chromosome	37	24	28	26
SL1344_2744	STM2760	CDS	chromosome	21	11	14	16
SL1344_2745	STM2761	CDS	chromosome	206	154	237	205
SL1344_2746	STM2762	CDS	chromosome	396	257	589	551
SL1344_2747	STM2763	CDS	chromosome	987	552	1408	1100
SL1344_2747A	STM2764	CDS	chromosome	189	148	175	152
SL1344_2750	STM2765	CDS	chromosome	173	141	227	206
SL1344_2751	STM2766	CDS	chromosome	1107.50	569	1519	1482.50
SL1344_2752	STM2767	CDS	chromosome	4930.50	2860	6876	6548.50
SL1344_2753	STM2768	CDS	chromosome	79.50	39	106.50	82
SL1344_2754	STM2769	CDS	chromosome	148.50	103	235.50	194
SL1344_2755	fljA	CDS	chromosome	87	82	168	141
SL1344_2756	fljB	CDS	chromosome	4183.50	1658.50	4903	3501
SL1344_2757	hin	CDS	chromosome	277	208	334	316
SL1344_2758	iroB	CDS	chromosome	36047	20691	66313	64168
SL1344_2759	iroC	CDS	chromosome	33060	20365	70474	61785
SL1344_2760	iroD	CDS	chromosome	4561	2569.50	8972.50	7350.50
SL1344_2761	iroE	CDS	chromosome	3374	1908.50	6230.50	5152.50
SL1344_2762	iroN	CDS	chromosome	74860	41568	149637	128246
SL1344_2763	pipB2	CDS	chromosome	52529	54090	37434	26799
SL1344_2764	virK	CDS	chromosome	33019	22852	36971	35184
SL1344_2765	mig-14	CDS	chromosome	28744	21899	43405	36137
SL1344_2767	nixA	CDS	chromosome	614	599	695	597
SL1344_2768	tctE	CDS	chromosome	717	665.50	941	748
SL1344_2769	tctD	CDS	chromosome	1184	954.50	2392.50	1491
SL1344_2770	STM2786	CDS	chromosome	405	322.50	465	342.50
SL1344_2771	STM2787	CDS	chromosome	97.50	99	98.50	69
SL1344_2772	STM2788	CDS	chromosome	441.50	378.50	516.50	341.50
