Locus_tag	Gene_name	Gene_type	Location	EBSS_rep1	EBSS_rep2	WTM_rep1	WTM_rep2
SL1344_2454	bcp	CDS	chromosome	172.021	162.635	174.121	177.104
SL1344_2455	STM2492	CDS	chromosome	5.725	6.309	7.290	7.738
SL1344_2456	perM	CDS	chromosome	38.321	42.297	46.041	44.208
SL1344_2457	STM2494	CDS	chromosome	54.973	46.494	58.952	54.522
SL1344_2458	yfgD	CDS	chromosome	83.680	66.432	87.567	88.498
SL1344_2459	yfgE	CDS	chromosome	55.574	50.749	48.579	50.892
SL1344_2460	uraA	CDS	chromosome	8.448	9.309	8.864	8.514
SL1344_2461	upp	CDS	chromosome	47.953	42.462	43.664	50.312
SL1344_2462	purM	CDS	chromosome	86.614	84.053	76.201	73.690
SL1344_2463	purN	CDS	chromosome	81.042	76.132	72.016	69.871
SL1344_2464	ppk	CDS	chromosome	78.526	67.505	75.827	73.081
SL1344_2465	ppx	CDS	chromosome	44.786	40.613	45.282	43.035
SL1344_2466	STM2503	CDS	chromosome	4.399	4.616	4.473	3.923
SL1344_2467	STM2505	CDS	chromosome	4.738	3.524	2.777	4.117
SL1344_2468	STM2506	CDS	chromosome	342.582	353.451	310.902	310.415
SL1344_2469	STM2508	CDS	chromosome	24.593	16.724	16.755	20.891
SL1344_2470	STM2509	CDS	chromosome	3.626	3.865	3.346	4.096
SL1344_2471	guaA	CDS	chromosome	101.122	119.172	101.392	100.844
SL1344_2472	guaB	CDS	chromosome	67.229	62.736	64.787	63.412
SL1344_2473	xseA	CDS	chromosome	33.121	31.494	31.513	32.962
SL1344_2474	shdA	CDS	chromosome	3.473	4.100	3.267	3.141
SL1344_2475	ratB	CDS	chromosome	7.293	7.189	6.873	6.719
SL1344_2477	ratA	CDS	chromosome	7.352	8.179	6.698	6.366
SL1344_2478	sinI	CDS	chromosome	2.415	3.141	2.125	2.301
SL1344_2479	sinH	CDS	chromosome	1.286	1.235	0.881	0.885
SL1344_2480	yfgJ	CDS	chromosome	81.993	82.867	62.870	59.152
SL1344_2481	engA	CDS	chromosome	99.593	115.178	81.032	77.904
SL1344_2482	yfgL	CDS	chromosome	216.865	217.105	210.558	231.758
SL1344_2483	yfgM	CDS	chromosome	200.574	211.853	200.353	196.922
SL1344_2484	hisS	CDS	chromosome	158.919	166.350	166.864	172.420
SL1344_2485	gcpE	CDS	chromosome	129.632	148.327	123.733	124.713
SL1344_2486	yfgA	CDS	chromosome	136.723	129.864	141.053	146.283
SL1344_2487	yfgB	CDS	chromosome	54.509	47.117	49.518	51.659
SL1344_2488	ndk	CDS	chromosome	155.211	137.453	112.208	89.258
SL1344_2489	STM2527	CDS	chromosome	1.387	1.981	1.709	1.468
SL1344_2490	STM2528	CDS	chromosome	2.219	1.546	1.624	2.542
SL1344_2491	STM2529	CDS	chromosome	2.147	0.973	1.257	1.350
SL1344_2492	STM2530	CDS	chromosome	1.259	1.525	1.044	1.041
SL1344_2493	pbpC	CDS	chromosome	8.418	8.991	8.686	8.763
SL1344_2494	STM2532	CDS	chromosome	31.007	31.401	34.289	32.318
SL1344_2495	STM2533	CDS	chromosome	53.637	52.617	64.411	53.317
SL1344_2496	STM2534	CDS	chromosome	9.416	7.027	8.144	8.119
SL1344_2497	sseBb	CDS	chromosome	69.819	77.302	49.412	49.627
SL1344_2498	pepB	CDS	chromosome	77.353	99.059	62.001	61.502
SL1344_2499	yfhJ	CDS	chromosome	241.106	279.405	234.020	215.520
SL1344_2500	fdx	CDS	chromosome	329.528	321.893	319.130	302.399
SL1344_2501	hscA	CDS	chromosome	89.402	90.829	95.406	99.563
SL1344_2502	hscB	CDS	chromosome	174.357	161.772	154.125	159.808
SL1344_2503	iscA	CDS	chromosome	974.922	879.922	957.311	919.795
SL1344_2504	nifU	CDS	chromosome	608.054	573.075	631.896	557.524
SL1344_2505	iscS	CDS	chromosome	533.588	540.245	543.702	507.236
SL1344_2506	yfhP	CDS	chromosome	842.253	832.901	968.210	1019.602
SL1344_2507	STM2545	CDS	chromosome	150.784	137.108	162.583	143.352
SL1344_2508	suhB	CDS	chromosome	74.312	63.559	56.385	66.074
SL1344_2509	STM2547	CDS	chromosome	4.924	3.895	3.878	3.463
SL1344_2510	asrA	CDS	chromosome	1.351	2.007	0.926	1.358
SL1344_2511	asrB	CDS	chromosome	2.572	3.213	2.622	3.589
SL1344_2512	asrC	CDS	chromosome	2.668	2.343	1.668	2.090
SL1344_2513	STM2551	CDS	chromosome	20.439	23.350	22.299	20.970
SL1344_2514	STM2552	CDS	chromosome	19.232	19.033	20.708	21.648
SL1344_2515	csiE	CDS	chromosome	29.544	30.749	30.138	21.998
SL1344_2516	hcaT	CDS	chromosome	31.324	31.019	35.434	33.091
SL1344_2517	glyA	CDS	chromosome	183.523	166.630	194.754	184.661
SL1344_2518	hmpA	CDS	chromosome	42.929	46.167	50.594	44.805
SL1344_2519	cadC	CDS	chromosome	47.201	46.669	41.902	41.918
SL1344_2520	cadB	CDS	chromosome	1.538	1.841	0.967	1.120
SL1344_2521	cadA	CDS	chromosome	15.444	14.187	12.492	11.468
SL1344_2522	yjdL	CDS	chromosome	7.195	9.374	7.110	7.660
SL1344_2523	glnB	CDS	chromosome	222.415	193.552	235.547	244.568
SL1344_2524	yfhA	CDS	chromosome	59.486	59.332	59.880	61.396
SL1344_2525	yfhG	CDS	chromosome	54.029	51.502	58.049	56.432
SL1344_2526	yfhK	CDS	chromosome	53.912	48.180	54.565	57.145
SL1344_2527	purG	CDS	chromosome	36.613	38.418	28.194	21.754
SL1344_2529	yfhD	CDS	chromosome	13.783	12.966	11.483	12.614
SL1344_2530	yfhC	CDS	chromosome	42.777	48.046	34.450	36.414
SL1344_2531	yfhB	CDS	chromosome	104.485	121.326	89.004	89.651
SL1344_2532	STM2570	CDS	chromosome	26.700	29.922	24.525	22.427
SL1344_2533	murQ	CDS	chromosome	24.748	22.493	23.598	19.880
SL1344_2534	yfhH	CDS	chromosome	13.110	11.015	13.531	12.268
SL1344_2535	STM2573	CDS	chromosome	11.679	10.963	10.650	11.635
SL1344_2536	STM2574	CDS	chromosome	2.357	3.074	1.637	1.895
SL1344_2537	STM2575	CDS	chromosome	3.106	2.756	3.503	2.656
SL1344_2538	yfhL	CDS	chromosome	28.948	30.543	23.653	25.214
SL1344_2539	acpS	CDS	chromosome	69.583	62.100	75.802	70.617
SL1344_2540	pdxJ	CDS	chromosome	49.284	46.494	46.384	47.336
SL1344_2541	recO	CDS	chromosome	66.080	61.826	70.912	74.202
SL1344_2542	era	CDS	chromosome	87.530	83.167	81.099	85.466
SL1344_2543	rnc	CDS	chromosome	117.925	99.194	95.099	112.029
SL1344_2544	lepB	CDS	chromosome	123.390	142.796	100.094	108.604
SL1344_2545	lepA	CDS	chromosome	92.450	96.397	83.056	83.316
SL1344_2546	gogB	CDS	chromosome	133.133	165.982	78.606	78.283
SL1344_2547	STM2585	CDS	prophage	560.759	956.522	194.368	183.408
SL1344_2548	SL1344_2548	CDS	prophage	13.468	19.357	11.387	9.948
SL1344_2549	STM2585A	CDS	prophage	971.833	1500.320	439.160	389.289
SL1344_2550	STM2586	CDS	prophage	1.201	1.147	0.672	0.644
SL1344_2551	STM2587	CDS	prophage	1.218	1.394	0.992	1.140
SL1344_2552	STM2588	CDS	prophage	1.954	2.448	1.512	0.880
SL1344_2552A	SL1344_2552A	CDS	prophage	0.477	1.893	0.552	0.491
SL1344_2553	STM2589	CDS	prophage	1.592	2.067	1.433	1.513
SL1344_2554	STM2590	CDS	prophage	1.610	1.459	1.056	1.220
SL1344_2555	STM2591	CDS	prophage	1.885	2.320	1.691	2.083
SL1344_2556	STM2592	CDS	prophage	12.084	14.559	11.948	9.608
SL1344_2557	STM2593	CDS	prophage	13.526	11.382	11.224	11.757
SL1344_2558	STM2594	CDS	prophage	5.573	6.247	5.171	5.133
SL1344_2559	STM2595	CDS	prophage	1.944	1.928	1.899	2.065
SL1344_2560	STM2596	CDS	prophage	1.757	2.968	1.356	2.035
SL1344_2561	STM2597	CDS	prophage	12.365	13.511	12.342	11.826
SL1344_2562	STM2598	CDS	prophage	15.093	15.953	15.857	16.036
SL1344_2563	gipA	CDS	prophage	110.594	87.457	140.639	129.780
SL1344_2564	STM2600	CDS	prophage	5.774	7.943	4.427	5.051
SL1344_2565	STM2601	CDS	prophage	10.014	12.177	11.638	12.008
SL1344_2566	STM2602	CDS	prophage	10.306	10.859	7.754	7.917
SL1344_2567	STM2603	CDS	prophage	6.310	9.783	6.338	6.062
SL1344_2568	STM2604	CDS	prophage	3.054	3.745	3.471	2.959
SL1344_2569	STM2605	CDS	prophage	2.147	3.386	2.158	2.595
SL1344_2570	STM2606	CDS	prophage	6.624	7.014	5.798	5.078
SL1344_2571	STM2607	CDS	prophage	4.736	9.143	5.789	4.096
SL1344_2572	STM2608	CDS	prophage	3.161	3.782	3.091	3.460
SL1344_2573	STM2609	CDS	prophage	1.416	2.246	1.303	1.449
SL1344_2574	STM2610	CDS	prophage	48.164	43.347	41.062	41.946
SL1344_2575	STM2611	CDS	prophage	3.812	1.994	2.123	2.959
SL1344_2576	STM2612	CDS	prophage	2.837	3.271	3.822	2.800
SL1344_2577	STM2614	CDS	prophage	36.959	25.997	32.369	30.952
SL1344_2578	STM2616	CDS	prophage	4.797	5.618	3.807	4.127
SL1344_2579	STM2617	CDS	prophage	2.736	2.035	2.078	1.673
SL1344_2580	STM2618	CDS	prophage	1.850	0.906	0.761	1.058
SL1344_2581	STM2619	CDS	prophage	1.184	1.920	1.009	1.024
SL1344_2582	STM2620	CDS	prophage	23.617	22.034	20.831	22.371
SL1344_2583	SL1344_2583	CDS	prophage	132.701	105.897	104.559	105.775
SL1344_2584	STM2621	CDS	prophage	220.234	164.660	158.634	175.242
SL1344_2585	SL1344_2585	CDS	prophage	254.622	186.307	285.180	336.529
SL1344_2586	SL1344_2586	CDS	prophage	8.223	9.514	7.947	10.477
SL1344_2587	SL1344_2587	CDS	prophage	5.643	5.157	4.699	4.723
SL1344_2588	SL1344_2588	CDS	prophage	3.282	4.340	2.678	2.946
SL1344_2589	SL1344_2589	CDS	prophage	2.118	2.609	1.975	1.703
SL1344_2590	gpP	CDS	prophage	1.673	1.180	1.801	1.615
SL1344_2591	gpO	CDS	prophage	3.498	3.976	2.444	2.191
SL1344_2592	cIIa	CDS	prophage	7.218	6.584	4.124	5.609
SL1344_2593	SL1344_2593	CDS	prophage	569.931	378.204	557.430	516.375
SL1344_2594	SL1344_2594	CDS	prophage	488.060	333.571	483.648	478.833
SL1344_2595	SL1344_2595	CDS	prophage	123.406	109.115	147.558	128.750
SL1344_2596	STM2629	CDS	prophage	12.510	10.319	10.065	8.226
SL1344_2597	recEb	CDS	prophage	2.237	2.387	2.107	2.305
SL1344_2597A	STM2633	CDS	prophage	2.220	2.325	1.989	1.674
SL1344_2598	STM2634	CDS	prophage	3.019	2.662	1.482	2.269
SL1344_2599	STM2635	CDS	prophage	3.695	5.020	3.649	3.534
SL1344_2600	STM2636	CDS	prophage	12.474	11.965	9.383	10.603
SL1344_2601	rseC	CDS	chromosome	86.229	119.929	93.327	95.907
SL1344_2602	rseB	CDS	chromosome	207.930	218.209	144.566	147.025
SL1344_2603	rseA	CDS	chromosome	1010.560	1113.026	668.827	592.744
SL1344_2604	rpoE	CDS	chromosome	986.619	1070.623	795.639	805.572
SL1344_2605	nadB	CDS	chromosome	6.620	6.706	6.284	5.866
SL1344_2606	yfiC	CDS	chromosome	36.080	33.860	38.115	37.488
SL1344_2607	srmB	CDS	chromosome	43.712	36.938	37.054	33.533
SL1344_2608	yfiE	CDS	chromosome	26.537	23.734	25.677	26.661
SL1344_2609	yfiK	CDS	chromosome	5.258	5.301	5.158	4.974
SL1344_2610	yfiD	CDS	chromosome	22.242	16.235	24.604	25.881
SL1344_2611	ung	CDS	chromosome	96.840	87.687	110.824	117.908
SL1344_2612	yfiF	CDS	chromosome	22.041	22.941	21.902	22.657
SL1344_2613	trxC	CDS	chromosome	110.142	87.724	120.463	133.946
SL1344_2614	yfiP	CDS	chromosome	44.548	37.669	45.601	40.319
SL1344_2615	yfiQ	CDS	chromosome	33.316	36.180	28.747	25.213
SL1344_2616	pssA	CDS	chromosome	96.829	97.643	76.216	75.382
SL1344_2617	yfiM	CDS	chromosome	31.430	40.219	29.781	24.042
SL1344_2618	kgtP	CDS	chromosome	16.741	15.739	20.697	20.905
SL1344_2619	STM2655	CDS	chromosome	12.628	14.344	12.184	13.024
SL1344_2620	clpB	CDS	chromosome	416.445	547.603	523.525	590.840
SL1344_2621	yfiH	CDS	chromosome	214.666	264.303	148.631	153.484
SL1344_2622	rluD	CDS	chromosome	310.391	383.808	218.431	215.864
SL1344_2623	yfiO	CDS	chromosome	200.562	180.586	167.553	182.586
SL1344_2624	yfiA	CDS	chromosome	8167.972	4348.218	9472.005	6685.156
SL1344_2625	pheA	CDS	chromosome	137.875	111.094	139.497	121.037
SL1344_2626	STM2668	CDS	chromosome	22.023	30.638	17.215	17.368
SL1344_2627	tyrA	CDS	chromosome	84.530	103.734	94.746	102.640
SL1344_2628	aroF	CDS	chromosome	115.397	143.618	124.379	125.621
SL1344_2629	yfiR	CDS	chromosome	28.668	27.028	26.453	22.858
SL1344_2630	yfiN	CDS	chromosome	16.775	14.544	16.124	16.169
SL1344_2631	int	CDS	chromosome	114.080	96.411	102.863	97.123
SL1344_2632	SL1344_2632	CDS	chromosome	193.516	162.952	178.303	154.593
SL1344_2633	SL1344_2633	CDS	chromosome	89.398	90.001	94.830	92.003
SL1344_2634	SL1344_2634	CDS	chromosome	0.437	0.144	0.531	0.337
SL1344_2635	cIIb	CDS	chromosome	0.568	0.250	0.342	0.205
SL1344_2636	STM2735	CDS	chromosome	0.577	0.381	0.267	0.223
SL1344_2637	SL1344_2637	CDS	chromosome	0.285	0.301	0.040	0.176
SL1344_2638	STM2732	CDS	chromosome	0.424	0.784	0.059	0.458
SL1344_2639	SL1344_2639	CDS	chromosome	0.773	0.114	0.358	0.332
SL1344_2640	SL1344_2640	CDS	chromosome	0.666	0.294	0.283	0.172
SL1344_2641	SL1344_2641	CDS	chromosome	1.353	1.762	1.171	1.238
SL1344_2642	gpF	CDS	chromosome	14.035	22.869	11.266	11.422
SL1344_2643	gpD	CDS	chromosome	7.716	9.743	4.588	4.360
SL1344_2644	SL1344_2644	CDS	chromosome	105.241	83.614	132.608	100.044
SL1344_2645	gpB	CDS	chromosome	45.881	26.834	38.361	28.482
SL1344_2646	rpl19	CDS	chromosome	1591.213	1553.674	1382.479	1318.524
SL1344_2647	trmD	CDS	chromosome	459.502	453.026	438.954	409.276
SL1344_2648	rimM	CDS	chromosome	640.724	632.531	570.031	565.363
SL1344_2649	rps16	CDS	chromosome	1462.658	1207.861	1158.777	1011.302
SL1344_2650	ffh	CDS	chromosome	110.718	116.910	120.743	121.898
SL1344_2651	corE	CDS	chromosome	95.152	94.525	104.143	96.392
SL1344_2652	corB	CDS	chromosome	79.844	74.430	81.440	81.424
SL1344_2653	STM2680	CDS	chromosome	38.582	33.393	37.515	37.921
SL1344_2654	grpE	CDS	chromosome	512.994	433.108	590.355	640.170
SL1344_2655	ppnK	CDS	chromosome	43.570	39.881	42.475	40.438
SL1344_2656	recN	CDS	chromosome	37.391	37.419	31.169	37.602
SL1344_2657	smpA	CDS	chromosome	314.756	279.626	341.563	296.422
SL1344_2658	rnfH	CDS	chromosome	104.053	93.686	98.969	115.789
SL1344_2659	yfjG	CDS	chromosome	278.193	244.917	319.143	334.771
SL1344_2660	smpB	CDS	chromosome	151.304	116.697	144.038	154.166
SL1344_2661	bapA	CDS	chromosome	1.694	1.746	1.305	1.274
SL1344_2662	STM2690	CDS	chromosome	1.124	1.395	1.056	0.984
SL1344_2663	STM2691	CDS	chromosome	1.356	1.687	1.132	0.821
SL1344_2664	STM2692	CDS	chromosome	2.341	2.876	1.787	1.577
SL1344_2665	STM2694	CDS	prophage	11.117	9.567	7.599	10.630
SL1344_2666	STM2695	CDS	prophage	2.071	2.530	1.609	2.507
SL1344_2667	gpU	CDS	prophage	1.749	2.366	1.878	1.351
SL1344_2668	STM2697	CDS	prophage	1.294	1.984	1.716	1.589
SL1344_2669	gpE'	CDS	prophage	1.288	1.703	2.572	1.244
SL1344_2670	gpE	CDS	prophage	3.571	1.687	2.215	2.265
SL1344_2671	STM2700	CDS	prophage	2.322	3.417	2.003	2.661
SL1344_2672	STM2701	CDS	prophage	1.548	1.198	1.613	1.348
SL1344_2673	STM2702	CDS	prophage	5.304	2.505	4.079	3.365
SL1344_2674	sopE	CDS	prophage	868.444	392.838	1198.505	825.124
SL1344_2675	STM2704	CDS	prophage	8.335	8.329	5.822	7.571
SL1344_2676	STM2706	CDS	prophage	2.409	2.255	1.731	1.925
SL1344_2677	gpI	CDS	prophage	0.861	1.349	0.576	1.231
SL1344_2678	gpJ	CDS	prophage	1.254	1.124	0.635	0.673
SL1344_2679	gpW	CDS	prophage	0.590	0.852	0.671	0.415
SL1344_2680	STM2710	CDS	prophage	0.400	0.971	0.579	0.412
SL1344_2681	STM2711	CDS	prophage	0.519	0.800	0.510	0.568
SL1344_2682	STM2712	CDS	prophage	1.029	0.532	0.466	0.449
SL1344_2683	STM2713	CDS	prophage	0.663	0.501	0.066	0.219
SL1344_2684	STM2714	CDS	prophage	1.036	1.310	0.876	0.800
SL1344_2685	SL1344_2685	CDS	prophage	0.721	1.226	1.431	0.557
SL1344_2686	nucD2	CDS	prophage	0.410	1.465	0.399	0.380
SL1344_2687	nucE2	CDS	prophage	0.089	0.710	0.435	0.138
SL1344_2688	STM2717	CDS	prophage	0.474	0.626	0.132	0.366
SL1344_2689	STM2718	CDS	prophage	0.540	0.824	0.173	0.353
SL1344_2690	STM2719	CDS	prophage	0.355	0.703	0.226	0.183
SL1344_2691	STM2720	CDS	prophage	0.767	0.708	0.446	0.468
SL1344_2692	STM2721	CDS	prophage	0.255	0.368	0.080	0.179
SL1344_2693	STM2722	CDS	prophage	0.295	0.275	0.167	0.169
SL1344_2694	STM2723	CDS	prophage	0.468	0.421	0.260	0.549
SL1344_2695	SL1344_2695	CDS	prophage	62.336	51.310	49.221	49.360
SL1344_2696	SL1344_2696	CDS	prophage	332.908	231.449	311.640	279.858
SL1344_2697	SL1344_2697	CDS	prophage	188.937	148.437	141.197	149.973
SL1344_2698	SL1344_2698	CDS	prophage	130.504	96.057	106.206	120.467
SL1344_2699	STM2727	CDS	prophage	103.387	85.606	63.488	76.142
SL1344_2700	STM2728	CDS	prophage	178.304	164.390	119.930	164.067
SL1344_2701	STM2729	CDS	prophage	2.118	1.833	2.129	1.529
SL1344_2702	STM2730	CDS	prophage	2.162	1.251	1.251	0.939
SL1344_2703	STM2731	CDS	prophage	0.848	2.129	0.235	0.262
SL1344_2704	STM2733	CDS	prophage	1.752	2.316	0.981	1.091
SL1344_2705	SL1344_2705	CDS	prophage	4.489	5.076	4.112	3.768
SL1344_2706	cIIc	CDS	prophage	1.212	0.802	0.421	0.293
SL1344_2707	apl	CDS	prophage	0.466	1.847	1.725	1.079
SL1344_2708	cI	CDS	prophage	27.072	21.204	23.369	26.710
SL1344_2709	STM2739	CDS	prophage	14.991	13.224	13.970	13.162
SL1344_2710	SL1344_2710	CDS	prophage	31.392	24.644	25.634	23.836
SL1344_2712	STM2740	CDS	prophage	13.625	11.655	9.911	9.824
SL1344_2713	SL1344_2713	CDS	prophage	58.914	45.790	64.627	72.019
SL1344_2714	SL1344_2714	CDS	prophage	66.640	60.929	90.443	101.842
SL1344_2715	SL1344_2715	CDS	prophage	59.624	45.563	66.979	77.194
SL1344_2716	SL1344_2716	CDS	prophage	1.295	0.991	0.828	0.868
SL1344_2717	SL1344_2717	CDS	prophage	1.034	0.421	0.994	0.675
SL1344_2718	SL1344_2718	CDS	prophage	1.130	1.208	1.085	0.780
SL1344_2719	SL1344_2719	CDS	prophage	543.287	531.520	520.618	342.321
SL1344_2720	SL1344_2720	CDS	chromosome	0.763	0.560	1.118	1.833
SL1344_2721	SL1344_2721	CDS	chromosome	1.324	1.751	0.920	0.465
SL1344_2722	SL1344_2722	CDS	chromosome	3.524	3.214	4.181	3.598
SL1344_2723	STM2740	CDS	chromosome	15.027	19.501	9.694	6.323
SL1344_2725	STM2741	CDS	chromosome	5.836	8.197	2.394	2.102
SL1344_2726	STM2742	CDS	chromosome	67.874	54.782	71.372	69.662
SL1344_2727	STM2743	CDS	chromosome	71.785	63.074	71.737	81.604
SL1344_2728	STM2744	CDS	chromosome	3.936	1.419	1.740	2.763
SL1344_2729	STM2745	CDS	chromosome	0.523	0.790	0.324	0.317
SL1344_2730	STM2746	CDS	chromosome	95.186	66.981	94.276	111.092
SL1344_2731	STM2747	CDS	chromosome	84.017	61.459	76.163	64.700
SL1344_2732	STM2748	CDS	chromosome	145.023	107.647	176.262	139.070
SL1344_2733	STM2749	CDS	chromosome	11.119	9.503	8.099	5.759
SL1344_2734	STM2750	CDS	chromosome	1.851	1.909	1.183	0.943
SL1344_2735	STM2751	CDS	chromosome	0.928	0.613	0.823	0.875
SL1344_2736	STM2752	CDS	chromosome	0.827	0.625	0.561	0.487
SL1344_2737	STM2753	CDS	chromosome	1.753	1.562	1.112	0.868
SL1344_2738	STM2754	CDS	chromosome	21.716	19.498	21.196	20.864
SL1344_2739	hxlA	CDS	chromosome	2.127	2.973	1.519	1.478
SL1344_2740	hxlB	CDS	chromosome	0.788	0.680	0.428	0.794
SL1344_2741	STM2757	CDS	chromosome	1.490	1.849	1.051	1.044
SL1344_2742	STM2758	CDS	chromosome	0.551	0.696	0.313	0.503
SL1344_2743	STM2759	CDS	chromosome	0.851	0.730	0.447	0.462
SL1344_2744	STM2760	CDS	chromosome	0.926	0.642	0.429	0.545
SL1344_2745	STM2761	CDS	chromosome	4.246	4.197	3.393	3.263
SL1344_2746	STM2762	CDS	chromosome	11.919	10.228	12.312	12.807
SL1344_2747	STM2763	CDS	chromosome	41.824	30.930	41.438	35.997
SL1344_2747A	STM2764	CDS	chromosome	12.401	12.840	7.975	7.702
SL1344_2750	STM2765	CDS	chromosome	25.040	26.986	22.819	23.026
SL1344_2751	STM2766	CDS	chromosome	66.981	45.503	63.804	69.241
SL1344_2752	STM2767	CDS	chromosome	96.089	73.701	93.069	98.557
SL1344_2753	STM2768	CDS	chromosome	10.241	6.643	9.528	8.158
SL1344_2754	STM2769	CDS	chromosome	6.619	6.071	7.291	6.678
SL1344_2755	fljA	CDS	chromosome	6.226	7.760	8.350	7.793
SL1344_2756	fljB	CDS	chromosome	106.296	55.721	86.521	68.696
SL1344_2757	hin	CDS	chromosome	18.682	18.550	15.645	16.459
SL1344_2758	iroB	CDS	chromosome	1248.279	947.437	1594.869	1716.014
SL1344_2759	iroC	CDS	chromosome	349.656	284.806	517.668	504.639
SL1344_2760	iroD	CDS	chromosome	141.579	105.466	193.435	176.203
SL1344_2761	iroE	CDS	chromosome	139.308	104.196	178.664	164.289
SL1344_2762	iroN	CDS	chromosome	1326.481	973.949	1841.509	1754.909
SL1344_2763	pipB2	CDS	chromosome	1927.869	2624.953	954.176	759.550
SL1344_2764	virK	CDS	chromosome	1372.106	1255.666	1067.011	1129.090
SL1344_2765	mig-14	CDS	chromosome	1238.402	1247.570	1298.787	1202.337
SL1344_2767	nixA	CDS	chromosome	23.401	30.187	18.397	17.571
SL1344_2768	tctE	CDS	chromosome	19.569	24.017	17.837	15.765
SL1344_2769	tctD	CDS	chromosome	67.788	72.261	95.135	65.924
SL1344_2770	STM2786	CDS	chromosome	16.004	16.851	12.762	10.452
SL1344_2771	STM2787	CDS	chromosome	8.662	11.630	6.078	4.734
SL1344_2772	STM2788	CDS	chromosome	11.262	12.767	9.151	6.727
SL1344_2773	csiD	CDS	chromosome	57.519	70.724	43.089	30.313
SL1344_2774	ygaF	CDS	chromosome	33.317	51.001	18.454	15.934
SL1344_2775	gabD	CDS	chromosome	28.085	53.517	11.383	10.700
SL1344_2776	gabT	CDS	chromosome	28.894	56.434	10.797	10.820
SL1344_2777	gabP	CDS	chromosome	18.909	29.198	9.751	9.000
SL1344_2778	ygaE	CDS	chromosome	14.279	16.619	9.620	11.467
SL1344_2779	ygaU	CDS	chromosome	188.250	220.077	205.777	184.175
SL1344_2780	yqaE	CDS	chromosome	294.343	270.613	363.275	371.087
SL1344_2781	STM2797	CDS	chromosome	135.745	89.960	90.195	86.114
SL1344_2782	ygaP	CDS	chromosome	131.675	91.895	92.035	81.875
SL1344_2783	stpA	CDS	chromosome	624.588	562.497	533.872	559.773
SL1344_2784	STM2800	CDS	chromosome	30.230	23.280	29.525	34.222
SL1344_2785	ygaC	CDS	chromosome	32.370	31.884	35.405	28.059
SL1344_2786	ygaM	CDS	chromosome	163.591	187.673	162.231	145.878
SL1344_2787	STM2803	CDS	chromosome	16.037	13.091	15.421	15.559
SL1344_2788	STM2804	CDS	chromosome	4.697	4.258	7.052	5.665
SL1344_2789	SL1344_2789	CDS	chromosome	0.983	0.577	0.531	0.674
SL1344_2790	nrdH	CDS	chromosome	566.497	431.869	659.829	702.320
SL1344_2791	nrdI	CDS	chromosome	231.078	217.709	343.865	391.284
SL1344_2792	nrdE	CDS	chromosome	233.454	189.063	316.555	311.233
SL1344_2793	nrdF	CDS	chromosome	386.462	317.787	534.573	535.447
SL1344_2794	proV	CDS	chromosome	177.056	149.035	216.933	230.459
SL1344_2795	proW	CDS	chromosome	59.131	55.780	88.939	85.849
SL1344_2796	proX	CDS	chromosome	62.160	58.490	82.246	77.998
SL1344_2797	STM2812	CDS	chromosome	10.567	10.824	14.406	13.046
SL1344_2798	emrR	CDS	chromosome	106.841	99.508	80.724	95.773
SL1344_2799	emrA	CDS	chromosome	35.335	35.963	31.451	38.712
SL1344_2800	emrB	CDS	chromosome	18.595	16.121	15.984	14.476
SL1344_2801	STM2816	CDS	chromosome	3.213	3.131	2.643	2.612
SL1344_2802	luxS	CDS	chromosome	189.112	178.855	225.543	224.529
SL1344_2803	gshA	CDS	chromosome	110.726	108.275	110.327	111.424
SL1344_2804	yqaA	CDS	chromosome	135.579	135.251	161.264	149.083
SL1344_2805	yqaB	CDS	chromosome	181.474	172.005	208.830	206.754
SL1344_2806	csrA	CDS	chromosome	1850.031	1631.124	1656.030	1504.266
SL1344_2807	alaS	CDS	chromosome	120.022	121.101	118.329	114.966
SL1344_2808	oraA	CDS	chromosome	20.442	26.928	21.858	26.330
SL1344_2809	recA	CDS	chromosome	284.825	307.787	241.135	247.666
SL1344_2810	ygaD	CDS	chromosome	66.118	67.622	73.461	75.570
SL1344_2811	mltB	CDS	chromosome	28.018	27.585	30.941	32.028
SL1344_2812	srlA	CDS	chromosome	12.471	9.378	16.323	13.414
SL1344_2813	srlE	CDS	chromosome	4.493	4.206	4.957	4.099
SL1344_2814	slrB	CDS	chromosome	7.985	7.391	9.243	8.345
SL1344_2815	gutD	CDS	chromosome	9.909	10.875	9.171	9.814
SL1344_2816	gutM	CDS	chromosome	36.070	32.506	44.361	36.477
SL1344_2817	srlR	CDS	chromosome	43.614	42.122	41.266	35.166
SL1344_2818	gutQ	CDS	chromosome	30.785	29.730	31.425	27.682
SL1344_2819	norR	CDS	chromosome	13.670	15.455	14.294	14.363
SL1344_2820	norV	CDS	chromosome	1.825	2.129	1.966	1.254
SL1344_2821	norW	CDS	chromosome	1.789	2.073	1.396	1.290
SL1344_2822	hydA	CDS	chromosome	7.657	8.163	7.174	8.137
SL1344_2823	hydN	CDS	chromosome	2.407	2.714	1.180	1.367
SL1344_2824	STM2844	CDS	chromosome	11.331	14.037	7.787	7.259
SL1344_2825	hycI	CDS	chromosome	15.180	18.498	10.685	8.966
SL1344_2826	hycH	CDS	chromosome	11.331	13.801	9.535	8.895
